title,series,author,publisher
ソーンダイク博士の事件簿Ⅱ,,オースチン・フリーマン,創元推理文庫
フォーチュン氏の事件簿,,H.C.ベイリー,創元推理文庫
銀河パトロール隊,レンズマンシリーズ,E.E.スミス,創元推理文庫
グレー・レンズマン,レンズマンシリーズ,E.E.スミス,創元推理文庫
第二段階レンズマン,レンズマンシリーズ,E.E.スミス,創元推理文庫
レンズの子ら,レンズマンシリーズ,E.E.スミス,創元推理文庫
ファースト・レンズマン,レンズマンシリーズ,E.E.スミス,創元推理文庫
三惑星連合軍,レンズマンシリーズ,E.E.スミス,創元推理文庫
渦動破壊者,レンズマンシリーズ,E.E.スミス,創元推理文庫
バレリア星救出作戦,レンズマンシリーズ,E.E.スミス,講談社X文庫
ドラゴン・レンズマン,レンズマンシリーズ,デイヴィッド・カイル,創元推理文庫
スター・ウォーズ,スター・ウォーズシリーズ,ジョージ・ルーカス,角川文庫
スター・ウォーズ　新たなる希望,スター・ウォーズシリーズ,ジョージ・ルーカス,竹書房文庫
スター・ウォーズ　エピソード１　ファントム・メナス,スター・ウォーズシリーズ,ジョージ・ルーカス,ソニー・マガジン文庫
スター・ウォーズ　エピソード３　シスの復讐,スター・ウォーズシリーズ,ジョージ・ルーカス,ソニー・マガジン文庫
スター・ウォーズ　帝国の逆襲,スター・ウォーズシリーズ,ドナルド・F・グルート,竹書房文庫
スター・ウォーズ　シャドウズ・オブ・ジ・エンパイア　帝国の影（上）,スター・ウォーズシリーズ,スティーヴ・ペリー,竹書房文庫
スター・ウォーズ　シャドウズ・オブ・ジ・エンパイア　帝国の影（下）,スター・ウォーズシリーズ,スティーヴ・ペリー,竹書房文庫
スター・ウォーズ　ジェダイの復讐,スター・ウォーズシリーズ,ジェームズ・カーン,竹書房文庫
スター・ウォーズ　帝国の後継者（上）,スター・ウォーズシリーズ,ティモシイ・ザーン,竹書房文庫
スター・ウォーズ　帝国の後継者（下）,スター・ウォーズシリーズ,ティモシイ・ザーン,竹書房文庫
スター・ウォーズ　暗黒の艦隊（上）,スター・ウォーズシリーズ,ティモシイ・ザーン,竹書房文庫
スター・ウォーズ　暗黒の艦隊（下）,スター・ウォーズシリーズ,ティモシイ・ザーン,竹書房文庫
スター・ウォーズ　最後の指令（上）,スター・ウォーズシリーズ,ティモシイ・ザーン,竹書房文庫
スター・ウォーズ　最後の指令（下）,スター・ウォーズシリーズ,ティモシイ・ザーン,竹書房文庫
スター・ウォーズ　バクラの休戦（上）,スター・ウォーズシリーズ,キャシー・タイアーズ,竹書房文庫
スター・ウォーズ　バクラの休戦（下）,スター・ウォーズシリーズ,キャシー・タイアーズ,竹書房文庫
スター・ウォーズ　レイアへの求婚（上）,スター・ウォーズシリーズ,デイヴ・ウルヴァートン,竹書房文庫
スター・ウォーズ　レイアへの求婚（下）,スター・ウォーズシリーズ,デイヴ・ウルヴァートン,竹書房文庫
スター・ウォーズ　ジェダイの末裔（上）,スター・ウォーズシリーズ,ケヴィン・アンダースン,竹書房文庫
スター・ウォーズ　ジェダイの末裔（下）,スター・ウォーズシリーズ,ケヴィン・アンダースン,竹書房文庫
スター・ウォーズ　暗黒卿の復活（上）,スター・ウォーズシリーズ,ケヴィン・アンダースン,竹書房文庫
スター・ウォーズ　フォースの覇者（上）,スター・ウォーズシリーズ,ケヴィン・アンダースン,竹書房文庫
スター・ウォーズ　フォースの覇者（下）,スター・ウォーズシリーズ,ケヴィン・アンダースン,竹書房文庫
スター・ウォーズ　ダークセーバー（上）,スター・ウォーズシリーズ,ケヴィン・アンダースン,竹書房文庫
スター・ウォーズ　ダークセーバー（下）,スター・ウォーズシリーズ,ケヴィン・アンダースン,竹書房文庫
スター・ウォーズ　暗黒卿の復活（下）,スター・ウォーズシリーズ,ケヴィン・アンダースン,竹書房文庫
スター・ウォーズ　ジェダイの遺児（上）,スター・ウォーズシリーズ,バーバラ・ハンブリー,竹書房文庫
スター・ウォーズ　ジェダイの遺児（下）,スター・ウォーズシリーズ,バーバラ・ハンブリー,竹書房文庫
スター・ウォーズ　クリスタル・スター（上）,スター・ウォーズシリーズ,ヴォンダ・N・マッキンタイア,竹書房文庫
スター・ウォーズ　クリスタル・スター（下）,スター・ウォーズシリーズ,ヴォンダ・N・マッキンタイア,竹書房文庫
恐怖の宇宙帝王,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
暗黒星大接近！,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
太陽系七つの秘宝,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
謎の宇宙船強奪団,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
透明惑星危機一髪！,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
時のロスト・ワールド,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
輝く星々のかなたへ！,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
月世界の無法者,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
彗星王の陰謀,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
惑星タラスト救出せよ！,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
宇宙囚人船の反乱,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
異次元侵攻軍迫る！,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
人工進化の秘密！,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
魔法の月の血闘,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
危機をよぶ赤い太陽,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
ラジウム怪盗団現わる！,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
挑戦！嵐の海底都市,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
脅威！不死密売団,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
フューチャーメン暗殺計画,キャプテン・フューチャーシリーズ,エドモンド・ハミルトン,ハヤカワ文庫
スター・キング,,エドモンド・ハミルトン,創元推理文庫
スター・キングへの帰還,,エドモンド・ハミルトン,創元推理文庫
太陽系無宿,キャプテン・フューチャーシリーズ,アンソニイ・ギルモア他,ハヤカワ文庫
月のネアンデルタール人,,ヴァン・ヴォークト,創元推理文庫
非（ナル）Aの世界,,ヴァン・ヴォークト,創元推理文庫
非（ナル）Aの傀儡,,ヴァン・ヴォークト,創元推理文庫
1984年,,ジョージ・オーウェル,ハヤカワ文庫
動物農場,,ジョージ・オーウェル,角川文庫
クルドの暗殺者（上）,,S・ハンター,新潮文庫
クルドの暗殺者（下）,,S・ハンター,新潮文庫
真夜中のデッド・リミット（上）,,S・ハンター,新潮文庫
真夜中のデッド・リミット（下）,,S・ハンター,新潮文庫
極大射程（上）,,S・ハンター,新潮文庫
極大射程（下）,,S・ハンター,新潮文庫
魔弾,,S・ハンター,新潮文庫
狩りのとき(上),,S・ハンター,扶桑社ミステリー
狩りのとき(下),,S・ハンター,扶桑社ミステリー
ブラックライト（上）,,S・ハンター,扶桑社ミステリー
ブラックライト（下）,,S・ハンター,扶桑社ミステリー
ダーティホワイトボーイズ,,S・ハンター,扶桑社ミステリー
デストロイヤーの誕生,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
死のチェックメイト,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
劉将軍は消えた,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
直下型大地震,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
アメリカ売ります,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
ネメロフ男爵の陰謀,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
殺人狂警官,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
ハイジャック＝テロ集団,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
マイアミの首領,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
ウォー・ゲーム,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
細菌戦争,殺人機械（デストロイヤー）シリーズ,R・サピア＆W・マーフィー,創元推理文庫
血の福音,殺人機械（デストロイヤー）シリーズ,ウォーレン・マーフィー（マーフィー）,創元推理文庫
死の天使,殺人機械（デストロイヤー）シリーズ,ウォーレン・マーフィー（マーフィー）,創元推理文庫
宮本武蔵（１）,,吉川英治,講談社文庫
宮本武蔵（２）,,吉川英治,講談社文庫
宮本武蔵（３）,,吉川英治,講談社文庫
宮本武蔵（４）,,吉川英治,講談社文庫
宮本武蔵（５）,,吉川英治,講談社文庫
宮本武蔵（６）,,吉川英治,講談社文庫
宮本武蔵（７）,,吉川英治,講談社文庫
宮本武蔵（８）,,吉川英治,講談社文庫
三国志（１）,,吉川英治,講談社文庫
三国志（２）,,吉川英治,講談社文庫
三国志（3）,,吉川英治,講談社文庫
三国志（４）,,吉川英治,講談社文庫
三国志（５）,,吉川英治,講談社文庫
三国志（６）,,吉川英治,講談社文庫
三国志（７）,,吉川英治,講談社文庫
三国志（８）,,吉川英治,講談社文庫
ならぬ堪忍,,山本周五郎,新潮文庫
寝ぼけ署長,,山本周五郎,新潮文庫
掌の小説,,川端康成,新潮文庫
新版　路傍の石,,山本有三,新潮文庫
世に棲む日日（１）,,司馬遼太郎,文春文庫
世に棲む日日（２）,,司馬遼太郎,文春文庫
世に棲む日日（３）,,司馬遼太郎,文春文庫
世に棲む日日（４）,,司馬遼太郎,文春文庫
酔って候,,司馬遼太郎,文春文庫
功名が辻（１）,,司馬遼太郎,文春文庫
功名が辻（２）,,司馬遼太郎,文春文庫
功名が辻（３）,,司馬遼太郎,文春文庫
功名が辻（４）,,司馬遼太郎,文春文庫
故郷忘じがたく候,,司馬遼太郎,文春文庫
幕末,,司馬遼太郎,文春文庫
夏草の賦（上）,,司馬遼太郎,文春文庫
夏草の賦（下）,,司馬遼太郎,文春文庫
義経（上）,,司馬遼太郎,文春文庫
義経（下）,,司馬遼太郎,文春文庫
坂の上の雲（１）,,司馬遼太郎,文春文庫
坂の上の雲（２）,,司馬遼太郎,文春文庫
坂の上の雲（３）,,司馬遼太郎,文春文庫
坂の上の雲（４）,,司馬遼太郎,文春文庫
坂の上の雲（５）,,司馬遼太郎,文春文庫
坂の上の雲（６）,,司馬遼太郎,文春文庫
坂の上の雲（７）,,司馬遼太郎,文春文庫
坂の上の雲（８）,,司馬遼太郎,文春文庫
翔ぶが如く（１）,,司馬遼太郎,文春文庫
翔ぶが如く（２）,,司馬遼太郎,文春文庫
翔ぶが如く（３）,,司馬遼太郎,文春文庫
翔ぶが如く（４）,,司馬遼太郎,文春文庫
翔ぶが如く（５）,,司馬遼太郎,文春文庫
翔ぶが如く（６）,,司馬遼太郎,文春文庫
翔ぶが如く（７）,,司馬遼太郎,文春文庫
翔ぶが如く（８）,,司馬遼太郎,文春文庫
翔ぶが如く（９）,,司馬遼太郎,文春文庫
翔ぶが如く（１０）,,司馬遼太郎,文春文庫
竜馬がゆく（７）,,司馬遼太郎,文春文庫
竜馬がゆく（１）,,司馬遼太郎,文春文庫
竜馬がゆく（２）,,司馬遼太郎,文春文庫
竜馬がゆく（３）,,司馬遼太郎,文春文庫
竜馬がゆく（４）,,司馬遼太郎,文春文庫
竜馬がゆく（５）,,司馬遼太郎,文春文庫
竜馬がゆく（６）,,司馬遼太郎,文春文庫
竜馬がゆく（８）,,司馬遼太郎,文春文庫
燃えよ剣（上）,,司馬遼太郎,新潮文庫
燃えよ剣（下）,,司馬遼太郎,新潮文庫
花神（中）,,司馬遼太郎,新潮文庫
梟の城,,司馬遼太郎,新潮文庫
風神の門,,司馬遼太郎,新潮文庫
花神（上）,,司馬遼太郎,新潮文庫
新史　太閤記（下）,,司馬遼太郎,新潮文庫
関ヶ原（上）,,司馬遼太郎,新潮文庫
関ヶ原（中）,,司馬遼太郎,新潮文庫
関ヶ原（下）,,司馬遼太郎,新潮文庫
城塞（上）,,司馬遼太郎,新潮文庫
城塞（中）,,司馬遼太郎,新潮文庫
城塞（下）,,司馬遼太郎,新潮文庫
覇王の家,,司馬遼太郎,新潮文庫
項羽と劉邦（中）,,司馬遼太郎,新潮文庫
項羽と劉邦（下）,,司馬遼太郎,新潮文庫
新史　太閤記（上）,,司馬遼太郎,新潮文庫
花神（下）,,司馬遼太郎,新潮文庫
項羽と劉邦（上）,,司馬遼太郎,新潮文庫
北斗の人,,司馬遼太郎,角川文庫
播磨灘物語（１）,,司馬遼太郎,講談社文庫
播磨灘物語（２）,,司馬遼太郎,講談社文庫
播磨灘物語（３）,,司馬遼太郎,講談社文庫
播磨灘物語（４）,,司馬遼太郎,講談社文庫
尻啖え孫市,,司馬遼太郎,講談社文庫
真説宮本武蔵,,司馬遼太郎,講談社文庫
音の手がかり,,D・ローン,新潮文庫
音に向かって撃て,,D・ローン,新潮文庫
復讐の残響,,D・ローン,新潮文庫
寒い国から帰ってきたスパイ,,ジョン・ル・カレ,ハヤカワ文庫
死者にかかってきた電話,スマイリー・シリーズ,ジョン・ル・カレ,ハヤカワ文庫
高貴なる殺人,スマイリー・シリーズ,ジョン・ル・カレ,ハヤカワ文庫
鏡の国の戦争,,ジョン・ル・カレ,ハヤカワ文庫
ティンカー，テイラー，ソルジャー，スパイ,スマイリー・シリーズ,ジョン・ル・カレ,ハヤカワ文庫
スクールボーイ閣下（上）,スマイリー・シリーズ,ジョン・ル・カレ,ハヤカワ文庫
スクールボーイ閣下（下）,スマイリー・シリーズ,ジョン・ル・カレ,ハヤカワ文庫
スマイリーと仲間たち,スマイリー・シリーズ,ジョン・ル・カレ,ハヤカワ文庫
ドイツの小さな町（上）,,ジョン・ル・カレ,ハヤカワ文庫
ドイツの小さな町（下）,,ジョン・ル・カレ,ハヤカワ文庫
パーフェクト・スパイ（上）,,ジョン・ル・カレ,ハヤカワ文庫
パーフェクト・スパイ（下）,,ジョン・ル・カレ,ハヤカワ文庫
ロシア・ハウス（上）,,ジョン・ル・カレ,ハヤカワ文庫
ロシア・ハウス（下）,,ジョン・ル・カレ,ハヤカワ文庫
ナイト・マネジャー（上）,,ジョン・ル・カレ,ハヤカワ文庫
ナイト・マネジャー（下）,,ジョン・ル・カレ,ハヤカワ文庫
ゴッドファーザー（上）,,マリオ・プーヅォ,ハヤカワ文庫
ゴッドファーザー（下）,,マリオ・プーヅォ,ハヤカワ文庫
ザ・シシリアン（上）,,マリオ・プーヅォ,ハヤカワ文庫
ザ・シシリアン（下）,,マリオ・プーヅォ,ハヤカワ文庫
ニードフル・シングス 上,,スティーヴン・キング,文春文庫
ニードフル・シングス 下,,スティーヴン・キング,文春文庫
痩せゆく男,,スティーヴン・キング,文春文庫
スタンド・バイ・ミー,,スティーヴン・キング,新潮文庫
デッド・ゾーン（上）,,スティーヴン・キング,新潮文庫
デッド・ゾーン（下）,,スティーヴン・キング,新潮文庫
ゴールデン・ボーイ,,スティーヴン・キング,新潮文庫
ローズ・マダー（上）,,スティーヴン・キング,新潮文庫
ローズ・マダー（下）,,スティーヴン・キング,新潮文庫
バトルランナー,,スティーヴン・キング,扶桑社ミステリー
暗殺者（上）,,ロバート・ラドラム,新潮文庫
暗殺者（下）,,ロバート・ラドラム,新潮文庫
四億ドルの身代金,,ロバート・ラドラム,新潮文庫
殺戮のオデッセイ（上）,,ロバート・ラドラム,角川文庫
殺戮のオデッセイ（中）,,ロバート・ラドラム,角川文庫
殺戮のオデッセイ（下）,,ロバート・ラドラム,角川文庫
マタレーズ暗殺集団（下）,,ロバート・ラドラム,角川文庫
最後の暗殺者（上）,,ロバート・ラドラム,角川文庫
最後の暗殺者（中）,,ロバート・ラドラム,角川文庫
最後の暗殺者（下）,,ロバート・ラドラム,角川文庫
灼熱の黄金郷（上）,,ロバート・ラドラム,角川文庫
灼熱の黄金郷（下）,,ロバート・ラドラム,角川文庫
マタレーズ暗殺集団（上）,,ロバート・ラドラム,角川文庫
五万二千ドルの罠,,エルモア・レナード,ハヤカワ・ミステリ文庫
ラブラバ,,エルモア・レナード,ハヤカワ文庫
追われる男,,エルモア・レナード,文春文庫
ミスター・マジェスティック,,エルモア・レナード,文春文庫
グリッツ,,エルモア・レナード,文春文庫
スワッグ,,エルモア・レナード,文春文庫
ゲット・ショーティ,,エルモア・レナード,角川文庫
プロント,,エルモア・レナード,角川文庫
羊たちの沈黙,,T・ハリス,新潮文庫
ハンニバル（上）,,T・ハリス,新潮文庫
ハンニバル（下）,,T・ハリス,新潮文庫
針の眼,,ケン・フォレット,ハヤカワ文庫
大聖堂（上）,,ケン・フォレット,新潮文庫
大聖堂（中）,,ケン・フォレット,新潮文庫
大聖堂（下）,,ケン・フォレット,新潮文庫
ペーパー・マネー,,ケン・フォレット,新潮文庫
ピラスター銀行の清算（上）,,ケン・フォレット,新潮文庫
ピラスター銀行の清算（下）,,ケン・フォレット,新潮文庫
トリプル,,ケン・フォレット,集英社文庫
ペテルブルグから来た男（上）,,ケン・フォレット,集英社文庫
ペテルブルグから来た男（下）,,ケン・フォレット,集英社文庫
刑事コワルスキーの夏,,T・ホワイト,文春文庫
刑事コワルスキー　リトル・サイゴンの弾痕,,T・ホワイト,文春文庫
殺し屋マックスと向こう見ず野郎,,T・ホワイト,文春文庫
悪い奴は友を選ぶ,,T・ホワイト,文春文庫
木曜日の子供,,T・ホワイト,文春文庫
逃げる殺し屋,,T・ペリー,文春文庫
メッツガーの犬,,T・ペリー,文春文庫
ビッグ・フィッシュ,,T・ペリー,文春文庫
アイランド,,T・ペリー,文春文庫
蒸発請負人,,T・ペリー,講談社文庫
刑事コロンボ　カリブ海殺人事件,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　忘れられた女,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　自縛の紐,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　死者のメッセージ,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　さらば提督,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　仮面の男,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　権力の墓穴,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　第三の終章,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　懐かしき殺意,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　悪の温室,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　二つの顔,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　秒読みの殺人,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　殺しのマジック,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　死の記念日,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　狂ったシナリオ,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　 消える女,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　影のアトリエ,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　５時３０分の目撃者,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　夜の仮装,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　策謀の結末／美食の報酬,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　大当たりの死,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　ロンドンの傘,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　 死のポートレート,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　歌う死体,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
刑事コロンボ　危険な声,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
新・刑事コロンボ　最期の一服,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
新・刑事コロンボ　死者のギャンブル,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
新・刑事コロンボ　幻のダービー馬,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
新・刑事コロンボ　奇妙な棺,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
新・刑事コロンボ　探偵の条件,刑事コロンボシリーズ,W・リンク　R・レビンソン,二見書房
新・刑事コロンボ　二つめの死体,,W・リンク　R・レビンソン,二見書房
新・刑事コロンボ　１３秒の罠,刑事コロンボシリーズ,アルフレッド・ローレンス,二見書房
さそりはモスクワに潜入した,英国情報局員クィラー・シリーズ,アダム・ホール,ハヤカワ・ミステリ文庫
ストライカー破壊計画を追え,英国情報局員クィラー・シリーズ,アダム・ホール,ハヤカワ・ミステリ文庫
暗号指令タンゴ,英国情報局員クィラー・シリーズ,アダム・ホール,ハヤカワ・ミステリ文庫
第９指令,英国情報局員クィラー・シリーズ,アダム・ホール,ハヤカワ・ミステリ文庫
北京暗殺団をつぶせ,英国情報局員クィラー・シリーズ,アダム・ホール,ハヤカワ・ミステリ文庫
不死鳥を倒せ,英国情報局員クィラー・シリーズ,アダム・ホール,ハヤカワ文庫
イングランド銀行をカモれ！（上）,,スティーブン・シェパード,角川文庫
イングランド銀行をカモれ！（下）,,スティーブン・シェパード,角川文庫
女銀行家デボラの復讐(上),,J.エイミエル,新潮文庫
女銀行家デボラの復讐(下),,J.エイミエル,新潮文庫
仮装結婚の終わりに(上),,J.エイミエル,新潮文庫
仮装結婚の終わりに(下),,J.エイミエル,新潮文庫
スーザンが復讐するとき(上),,J.エイミエル,新潮文庫
スーザンが復讐するとき(下),,J.エイミエル,新潮文庫
怪盗ニック登場,,エドワード.D.ホック,ハヤカワ・ミステリ文庫
怪盗ニック対女怪盗サンドラ,,エドワード.D.ホック,ハヤカワ・ミステリ文庫
怪盗ニックを盗め,,エドワード.D.ホック,ハヤカワ文庫
サム・ホーソーンの事件簿Ⅰ,,エドワード.D.ホック,創元推理文庫
サム・ホーソーンの事件簿Ⅲ,,エドワード.D.ホック,創元推理文庫
侵入社員(上),,ジョゼフ・フィンダー,新潮文庫
侵入社員(下),,ジョゼフ・フィンダー,新潮文庫
解雇通告(上),,ジョゼフ・フィンダー,新潮文庫
解雇通告(下),,ジョゼフ・フィンダー,新潮文庫
弁護士は奇策で勝負する,,デイヴィッド・ローゼンフェルト,文春文庫
２分間ミステリ,,ドナルド.Ｊ.ソボル,ハヤカワ文庫
もっと２分間ミステリ,,ドナルド.Ｊ.ソボル,ハヤカワ文庫
まだまだ２分間ミステリ,,ドナルド.Ｊ.ソボル,ハヤカワ文庫
土曜日ラビは空腹だった,,ハリイ・ケメルマン,ハヤカワ・ミステリ文庫
九マイルは遠すぎる,,ハリイ・ケメルマン,ハヤカワ文庫
車輪の下,,ヘルマン・ヘッセ,新潮文庫
パンプルムース氏のおすすめ料理,,マイケル・ボンド,創元推理文庫
パンプルムース氏の秘密任務,,マイケル・ボンド,創元推理文庫
パンプルムース家の犬,,マイケル・ボンド,創元推理文庫
パンプルムース氏のダイエット,,マイケル・ボンド,創元推理文庫
パンプルムース氏と飛行船,,マイケル・ボンド,創元推理文庫
パンプルムース氏対ハッカー,,マイケル・ボンド,創元推理文庫
パンプルムース氏の晩餐会,,マイケル・ボンド,創元推理文庫
悪党パーカー/犯罪組織,,リチャード・スターク(D.E.ウェストレイク),ハヤカワ・ミステリ文庫
悪党パーカー/弔いの像,,リチャード・スターク(D.E.ウェストレイク),ハヤカワ・ミステリ文庫
悪党パーカー/襲撃,,リチャード・スターク(D.E.ウェストレイク),ハヤカワ・ミステリ文庫
悪党パーカー/人狩り,,リチャード・スターク(D.E.ウェストレイク),ハヤカワ文庫
悪党パーカー/エンジェル,,リチャード・スターク(D.E.ウェストレイク),ハヤカワ文庫
悪党パーカー/地獄の分け前,,リチャード・スターク(D.E.ウェストレイク),ハヤカワ文庫
次郎物語(下),,下村湖人,角川文庫
次郎物語(上),,下村湖人,角川文庫
日銀ダイヤ作戦,伊達邦彦全集4,大藪春彦,光文社文庫
諜報局破壊班員,伊達邦彦全集3,大藪春彦,光文社文庫
不屈の野獣,伊達邦彦全集6,大藪春彦,光文社文庫
野獣は、死なず,伊達邦彦全集9,大藪春彦,光文社文庫
レイクサイド,,東野圭吾,文春文庫
浪花少年探偵団,,東野圭吾,講談社文庫
時生,,東野圭吾,講談社文庫
仮面山荘殺人事件,,東野圭吾,講談社文庫
犯人のいない殺人の夜,,東野圭吾,光文社文庫
新源氏物語(上),,田辺聖子,新潮文庫
新源氏物語(中),,田辺聖子,新潮文庫
新源氏物語(下),,田辺聖子,新潮文庫
宇宙の小石,,アイザック・アシモフ,ハヤカワ文庫
神々自身,,アイザック・アシモフ,ハヤカワ文庫
火星人の方法,,アイザック・アシモフ,ハヤカワ文庫
夜来たる,,アイザック・アシモフ,ハヤカワ文庫
銀河帝国の興亡1,,アイザック・アシモフ,創元推理文庫
銀河帝国の興亡2,,アイザック・アシモフ,創元推理文庫
銀河帝国の興亡3,,アイザック・アシモフ,創元推理文庫
透明人間,,H.G.ウェルズ,創元推理文庫
未来の二つの顔,,J.P.ホーガン,創元推理文庫
未来からのホットライン,,J.P.ホーガン,創元推理文庫
造物主の掟,,J.P.ホーガン,創元推理文庫
異星の客,,R.A.ハインライン,創元推理文庫
どろぼう熊の惑星,,R.A.ラファティ,ハヤカワ文庫
SF9つの犯罪,,アシモフ他,新潮文庫
渇きの海,,アーサー.C.クラーク,ハヤカワ文庫
10の世界の物語,,アーサー.C.クラーク,ハヤカワ文庫
地球帝国,,アーサー.C.クラーク,ハヤカワ文庫
渚にて,,ネビル・シュート,創元推理文庫
重力への挑戦,,ハル・クレメント,創元推理文庫
20億の針,,ハル・クレメント,創元推理文庫
一千億の針,,ハル・クレメント,創元推理文庫
窒素固定世界,,ハル・クレメント,創元推理文庫
アンドロイドは電気羊の夢を見るか？,,フィリップ.K.ディック,ハヤカワ文庫
22世紀の酔っぱらい,,フレデリック・ポール,ハヤカワ文庫
未来世界から来た男,,フレドリック・ブラウン,創元推理文庫
時間外世界,,ラリィ・ニーヴン,ハヤカワ文庫
インテグラル・ツリー,,ラリィ・ニーヴン,ハヤカワ文庫
中性子星,,ラリィ・ニーヴン,ハヤカワ文庫
不完全な死体,,ラリィ・ニーヴン,創元推理文庫
ラッカー奇想博覧会,,ルーディ・ラッカー,ハヤカワ文庫
宇宙の果てを超えて,,レイ・カミングス,ハヤカワ文庫
華氏四五一度,,レイ・ブラッドベリ,ハヤカワ文庫
銀河ヒッチハイク・ガイド,ergo42,D.アダムス,河出文庫
ミレニアム1ドラゴン・タトゥーの女（上）,,スティーグ・ラーソン,早川書房
ミレニアム1ドラゴン・タトゥーの女（下）,,スティーグ・ラーソン,早川書房
ミレニアム2火と戯れる女（上）,,スティーグ・ラーソン,早川書房
ミレニアム2火と戯れる女（下）,,スティーグ・ラーソン,早川書房
ミレニアム3眠れる女と狂卓の騎士（上）,,スティーグ・ラーソン,早川書房
ミレニアム3眠れる女と狂卓の騎士（下）,,スティーグ・ラーソン,早川書房
徳川家康(1),,山岡荘八,講談社
徳川家康(2),,山岡荘八,講談社
